ðiː the
ˌpɑːr.ləˈmen.t̬ɚ.i parliamentary
ˈpriː.fɪks prefix
səˈvæn.ə savannah
ˈber.əl barrel
ˈtaɪ.pɪŋ typing
nɝːv nerve
ˈdef.ə.sɪt deficit
ˈboʊl.dɚ boulder
rɪˈnuː renew
ˈkʌp.əl coupled
mjɑːnˈmɑːr myanmar
ˈmet̬.əˌdeɪ.t̬ə metadata
ˈflɑː.pi floppy
ˈteks.tʃɚ texture
dʒɑːr jar
ˌiːˈviː ev
ˈsʌm.ɚ.set somerset
əkˈnɑː.lɪdʒ acknowledge
ˈθɝː.ə.li thoroughly
ˈθʌn.dɚ thunder
tent tent
ˈkɑː.ʃən caution
ˌkwes.tʃəˈner questionnaire
ˌkwɑː.lə.fəˈkeɪ.ʃən qualification
ˈmɑː.dəl.ɪŋ modelling
ˈneɪm.li namely
ˈmɪn.i.ə.tʃɚ miniature
hæk hack
der dare
ˈɪn.t̬ɚ.steɪt interstate
ˈer.i.əl aerial
hɑːk hawk
ˈkɑːn.sə.kwəns consequence
ˈreb.əl rebel
ˌsɪs.təˈmæt̬.ɪk systematic
pɚ- perceived
haɪr hired
ˈmeɪk.ʌp makeup
ˈtek.staɪl textile
læm lamb
ˌmæd.əˈɡæs.kɚ madagascar
prɪˈzent presenting
kəz cos
ˈtrʌb·əlˌʃu·t̬ɪŋ troubleshooting
ʊzˌbek.ɪˈstɑːn uzbekistan
pæk pac
ˈmæɡ.nə.tuːd magnitude
ˈhɪn.duː hindu
voʊˈkæb.jə.ler.i vocabulary
ˈlɪk.ɪŋ licking
ˈɝːθ.kweɪk earthquake
ˌviː.piːˈen vpn
ˈfʌndˌreɪ.zɪŋ fundraising
ælˈbeɪ.ni.ə albania
ˌdʒi.əˈlɑː.dʒɪ.kəl geological
əˈses assessing
ˈlæs.tɪŋ lasting
ˈwɪk.ɪd wicked
ˈruːm.meɪt roommate
pʊʃt pushed
kɑːm.pjəˈteɪ.ʃən.əl computational
pɑːrˈtɪs.ə.peɪt participated
dʒʌŋk junk
wæks wax
ˈæn.sɚ answering
ɪmˈpres impressed
sloʊp slope
ˈreɡ.eɪ reggae
ˈpoʊ.ət poet
kənˈspɪr.ə.si conspiracy
ˈsɝː.neɪm surname
θiˈɑː.lə.dʒi theology
ˈev.ə.dənt evident
ˈriː.hæb rehab
ˈep.ɪk epic
ˈsæt̬.ɚn saturn
ˈɔːr.ɡən.aɪ.zɚ organizer
nʌt nut
ˈæl.ɚ.dʒi allergy
seɪk sake
ˈtwɪs.tɪd twisted
priːˈsiː.dɪŋ preceding
ˈmer.ɪt merit
ˈen.zaɪm enzyme
ˈkjuː.mjə.lə.t̬ɪv cumulative
ˈtæk.əl tackle
ˈkɑːn.doʊ condo
ˈæm.plə.faɪ.ɚ amplifier
ˈɑːr.bə.trer.i arbitrary
ˈprɑː.mə.nənt prominent
rɪˈtriːv retrieve
sænz sans
taɪˈteɪ.ni.əm titanium
ˈfer.i fairy
ˈkɑːn.tækt contacted
ʃæft shaft
liːn lean
baɪ bye
əˈkeɪ.ʒən.əl occasional
ˈkɪt̬.i kitty
duːd dude
dreɪn drain
ælˈdʒɪr.i.ə algeria
ˈbles.ɪd blessed
rɪˈvjuː reviewing
ˈkɑːr.dɪf cardiff
ˈkɔːrn.wɔːl cornwall
pəˈteɪ.t̬oʊ potato
ˈpæn.ɪk panic
ɪkˈsplɪs.ɪt.li explicitly
stɪks sticks
trænzˈsek.ʃu.əl transsexual
ˈsɪt̬.ə.zən.ʃɪp citizenship
ɪkˈskjuːz excuse
ˈbeɪs.mənt basement
ˈʌn.jən onion
strænd strand
ˈsæn.wɪtʃ sandwich
ˈlɑː.suːt lawsuit
ˈæl.toʊ alto
ɪnˈfɔːr.mə.t̬ɪv informative
ˈɡɝːl.frend girlfriend
tʃek cheque
ˈhaɪ.rɑːr.ki hierarchy
ˈɪn.flu.əns influenced
rɪˈdʒekt reject
əˈbæn.dənd abandoned
ɪˈtæl.ɪk italic
ɡɔːr gore
ˈkɑːm.plə.ment complement
kʌlt cult
dæʃ dash
ˈpæs.ɪv passive
mɔːˈrɪʃ.i mauritius
ˈvæl.juːd valued
keɪdʒ cage
ˈtʃek.lɪst checklist
rɪˈkwest requesting
ˈkɝː.ɪdʒ courage
ɡəˈzet gazette
ɪkˈstræk.ʃən extraction
ˈbæt.mən batman
ˌel.əˈveɪ.ʃən elevation
læp lap
ˌjuː.t̬əl.əˈzeɪ.ʃən utilization
ˌkæl.əˈbreɪ.ʃən calibration
ɪˈfɪʃ.ənt.li efficiently
pɪŋ ping
ˈtekst.bʊk textbook
draɪd dried
en.t̬ɚˈteɪ.nɪŋ entertaining
ˌpriːˈrek.wə.zɪt prerequisite
frʌnˈtɪr frontier
ˈset̬.əl settle
haɪˈpɑː.θə.sɪs hypothesis
flʌks flux
ˈdɝː.bi derby
ˈpiːs.fəl peaceful
ˈɑːl.tɚ altered
rɪˈɡreʃ.ən regression
ˈdɑːk.trɪn doctrine
ˈsiː.nɪk scenic
rɪˈnuː.ə.bəl renewable
ˌɪn.t̬ɚˈsek.ʃən intersection
ˈsoʊ.ɪŋ sewing
kənˈsɪs.tən.si consistency
kənˈkluːd conclude
ˈmjuː.nɪk munich
oʊˈmɑːn oman
prəˈpoʊz propose
ˌɑː.zɚ.baɪˈdʒɑːn azerbaijan
ˈlaɪ.t̬ɚ lighter
reɪdʒ rage
ˌeɪ.diː.esˈel adsl
əˈstrɑː.lə.dʒi astrology
pəˈvɪl.jən pavilion
ˈtræv.əl.ɪŋ travelling
ˈtæl.ən.t̬ɪd talented
ˈpɪl.oʊ pillow
ɪnˈdʌk.ʃən induction
prəˈsaɪs.li precisely
ˈper.ə.ɡwaɪ paraguay
stiːl steal
ˈpɑːr.səl parcel
rɪˈfaɪnd refined
ˌbiːˈoʊ bo
ˌfɪfˈtiːn fifteen
ˌwaɪdˈspred widespread
ˈɪn.sɪ.dəns incidence
prɪˈdɪkt predict
buːˈtiːk boutique
əˈkrɪl.ɪk acrylic
roʊl rolled
ˈtuː.nɚ tuner
ˈeɪ.vən avon
ˈtɑːd.lɚ toddler
ˈfleɪ.vɚ flavor
əˈlaɪk alike
ˈhoʊm.ləs homeless
ˈhɔːr.ə.bəl horrible
ˈhʌŋ.ɡri hungry
məˈtæl.ɪk metallic
ˈæk.ni acne
blɑːkt blocked
ˌɪn.t̬ɚˈfɪr.əns interference
ˈpæl.ə.staɪn palestine
ʌnˈduː undo
ˌæt.məsˈfer.ɪk atmospheric
məˈlɑː.wi malawi
ˈheɪ.loʊ halo
pəˈren.t̬əl parental
ˈles.ɚ lesser
pʌbˈlɪs.ə.t̬i publicity
ˈmer.ə.θɑːn marathon
ænt ant
ˌprɑː.pəˈzɪʃ.ən proposition
ˈpres.ɪŋ pressing
ˈɡæs.əl.iːn gasoline
æpt apt
drest dressed
skaʊt scout
delt dealt
naɪˈæɡ.ər.ə niagara
ˈkæt̬.əl.ɪst catalyst
ˈtreɪ.dɚ trader
əˈlaʊ.əns allowance
ˌviː.siːˈɑːr vcr
dɪˈnaɪ.əl denial
ˌdez.ɪɡˈneɪ.ʃən designation
θroʊn thrown
ˌpriːˈpeɪd prepaid
dʒem gem
ˈduː.plə.keɪt duplicate
iˈlek.troʊ electro
kraɪˈtɪr.i.ən criterion
bædʒ badge
rɪst wrist
ˌsɪv.əl.əˈzeɪ.ʃən civilization
ˌvjet.nəˈmiːz vietnamese
hiːθ heath
trɪˈmen.dəs tremendous
ˈbæl.ət ballot
ˈver.i varying
vəˈlɪd.ə.t̬i validity
ˌtrʌsˈtiː trustee
ˈweɪ.t̬ɪd weighted
æŋˈɡoʊ.lə angola
skwɝːt squirt
relm realm
kəˈrekt corrected
ˈhel.mət helmet
ˈpoʊst.kɑːrd postcard
ˈel.ə.fənt elephant
ˈjem.ən yemen
ɪnˈkaʊn.t̬ɚ encountered
tsuːˈnɑː.mi tsunami
ˈskɑː.lɚ scholar
ˈnɪk.əl nickel
ˌɪn.t̬ɚˈnæʃ.ən.əl.i internationally
səˈraʊnd surrounded
saɪ psi
dʒiˈɑː.lə.dʒi geology
ˈkoʊ.t̬ɪŋ coating
ˈkɑː.ment commented
ˈwɑː.lɪt wallet
klɪr cleared
əˈkɑːm.plɪʃ accomplish
ˈboʊ.t̬ɪŋ boating
ˈdreɪ.nɪdʒ drainage
ˌvedʒ.əˈter.i.ən vegetarian
ruːʒ rouge
jiːst yeast
ˈklɪr.ɪŋ clearing
ɪnˈves.tə.ɡeɪt investigated
æmˈbæs.ə.dɚ ambassador
ˈkoʊ.t̬ɪd coated
ɪnˈtend intend
ˈkɑːn.tækt contacting
ˌvedʒ.əˈteɪ.ʃən vegetation
duːm doom
ˈspeʃ.əl.i specially
ˈjuː.kɑːn yukon
baɪt bite
əˈkwæt̬.ɪk aquatic
rɪˈlaɪ.əns reliance
ˈstraɪ.kɪŋ striking
mɪθ myth
ɪnˈfek.ʃəs infectious
ɡɪɡ gig
ˌkɑːn.tənˈuː.ə.t̬i continuity
brʊk brook
fəˈnɑː.mə.nɑːn phenomenon
ˌɑːnˈsɑːm.bəl ensemble
ˈɪn.sə.lɪn insulin
əˈʃʊrd assured
ˈbɪb.lɪ.kəl biblical
wiːd weed
ˈkɑːn.ʃəs conscious
ˈæk.sənt accent
əˈlev.ən eleven
waɪvz wives
ˈæm.bi.ənt ambient
ˈjuː.t̬əl.aɪz utilize
ˈmaɪ.lɪdʒ mileage
ˈprɑː.steɪt prostate
ˈɑː.bɚn auburn
ʌnˈlɑːk unlock
pledʒ pledge
ˈvæm.paɪr vampire
ˈnaɪ.trə.dʒən nitrogen
ˈzɪr.ɑːks xerox
daɪs dice
ˈmɝː.dʒɚ merger
ˈsɑːft.bɑːl softball
kwɑːd quad
dɑːk dock
ˈdɪf.ɚ.ənt.li differently
freɪm framing
mjuːˈzɪʃ.ən musician
blɑːk blocking
ruˈɑːn.də rwanda
ˈɪn.t̬ə.ɡreɪt integrating
ˈlɪm.ɪ.t̬ɪŋ limiting
dɪˈspætʃ dispatch
rɪˈstɔːr restored
hɪnt hint
ˈɑːr.mɚ armor
rɪˈmɑːrk remark
ˈriː.zən.ɪŋ reasoning
ˈren.dɚ rendered
ˈtʃer.ə.t̬ə.bəl charitable
ɡɑːrdz guards
ˈæn.ə.teɪt annotated
kənˈvɪnst convinced
rɪˈpleɪs replacing
rɪˈsɝː.tʃɚ researcher
ˈwɑː.t̬ɚ.ʃed watershed
ɪkˈnɑl·ɪdʒd acknowledged
ˈnuː.də.t̬i nudity
ˈɡræn.i granny
pɔːrk pork
ˌiː.kwəˈlɪb.ri.əm equilibrium
ˈvaɪ.rəl viral
ɪnˈkwaɪr inquire
ˈker.ək.tɚ.aɪz characterized
ˈleɪ.dən laden
ˈriː.əl.tɔːr realtor
mɝːdʒ merge
ˈprɪv.əl.ɪdʒ privilege
ˈkwɑː.lə.faɪ qualifying
ˈtʃæs.i chassis
duːˈbaɪ dubai
ˌes.təˈmeɪ.ʃən estimation
bɑːrn barn
ˈpʊʃ.ɪŋ pushing
fliːs fleece
ˌpiː.diˈæt.rɪk pediatric
fer fare
pɪrs pierce
ˈdres.ɪŋ dressing
spɝːm sperm
bɑːld bald
frɑːst frost
moʊld mold
deɪm dame
ˈsæl.i sally
jɑːt yacht
drɪl drilling
ɝːb herb
et ate
briːtʃ breach
weɪl whale
ˈtræv.əl.ɚ traveller
səˈspek.tɪd suspected
ˈbentʃ.mɑːrk benchmark
ˈhaɪ.laɪt highlighted
ˈsteɪ.ʃə.ner.i stationery
ˈaɪ.dəl idle
ˈmʌs.tæŋ mustang
ʌnˈɑː.θə.raɪzd unauthorized
ˈæn.t̬iˌbɑː.di antibody
ˈkɑːm.pə.t̬ənt competent
məˈmen.t̬əm momentum
fɪn fin
ˈwaɪr.ɪŋ wiring
ˈpæs.tɚ pastor
mʌd mud
ˈjuː.ni uni
ʃɑːrk shark
kənˈtrɪb.jə.t̬ɚ contributor
ˈɡreɪt.fəl grateful
ˈem.ə.rəld emerald
ˈɡrædʒ.u.ə.li gradually
læf laughing
klɪf cliff
dɪˈzaɪr.ə.bəl desirable
trækt tract
bælˈeɪ ballet
ˈdʒɝː.nə.lɪst journalist
ˈbʌm.pɚ bumper
ˈæf.tɚ.wɚdz afterwards
ˈɡɑːr.lɪk garlic
ʃaɪn shine
ˌsen.ɪˈɡɔːl senegal
ɪkˈsploʊ.ʒən explosion
brifs briefs
koʊv cove
ˌmʌmˈbaɪ mumbai
ˈoʊ.zoʊn ozone
muː mu
ˈter.ɪf tariff
əˈpoʊ.nənt opponent
ˈpɑː.stə pasta
ˈsɪm.plə.faɪ simplified
ˈsɪr.əm serum
ræpt wrapped
swɪft swift
ˈmʌð.ɚ.bɔːrd motherboard
ˈɪn.bɑːks inbox
ˈfoʊ.kəl focal
vəˈdʒaɪ.nə vagina
ˈiː.dən eden
ˈdɪs.tənt distant
ʃæmˈpeɪn champagne
ˈdes.ə.məl decimal
ˌeɪtʃˈkjuː hq
ˌdiː.viˈeɪ.ʃən deviation
ˌsuː.pə.pɚ.ɪnˈten.dənt superintendent
dɪp dip
ˌen.biːˈsiː nbc
ˈsæm.bə samba
ˈhɑː.stəl hostel
ɪmˈplɔɪ employ
mɑːŋˈɡoʊ.li.ə mongolia
ˈpeŋ.ɡwɪn penguin
ˈmædʒ.ɪ.kəl magical
ˌɪr.əˈɡeɪ.ʃən irrigation
ˈmɪr.ə.kəl miracle
ˈmæn.ju.ə.li manually
ˌriːˈprɪnt reprint
haɪˈdrɑː.lɪk hydraulic
fleks flex
ˈjɪr.li yearly
ˌpen.əˈtreɪ.ʃən penetration
wuːnd wound
bel belle
kənˈvɪk.ʃən conviction
hæʃ hash
ˈrɑɪ·t̬ɪŋz writings
ˈleɪ.zi lazy
ˌem.piːˈdʒiː mpg
rɪˈtriː.vəl retrieval
loʊˈliː.t̬ə lolita
kɑːrb carb
tʃɑːrdʒ charging
ˈmɑːr.vəl marvel
laɪnd lined
ˈproʊ.t̬ə.taɪp prototype
ɪmˈpɔːr.tənt.li importantly
pəˈtiːt petite
ˌæp.əˈræt̬.əs apparatus
təˈreɪn terrain
ˌdiː.juːˈaɪ dui
ɪkˈspleɪ.nɪŋ explaining
jen yen
ˈɡɑː.səp gossip
ˌnɑː.məˈneɪ.ʃən nomination
emˈpɪr.ɪ.kəl empirical
ˈroʊ.t̬ɚ.i rotary
wɝːm worm
dɪˈpen.dəns dependence
dɪˈskriːt discrete
bɪˈɡɪn.ɚ beginner
bɑːks boxed
lɪd lid
ˌsek.sjuˈæl.ə.t̬i sexuality
ˌpɑː.liˈes.tɚ polyester
ˈkjuː.bɪk cubic
def deaf
səˈdʒest suggesting
ˈsæf.aɪr sapphire
rɪˈmeɪn.dɚ remainder
ˈspeʃ.ə.laɪz specializing
ˈmɑːr.kɪŋ marking
ˌpiː.viːˈsiː pvc
ˈsɝː.bi.ə serbia
ˈʃer.ɪf sheriff
ˈɡrɪf.ɪn griffin
ɡaɪˈæn.ə guyana
blɑː blah
maɪm mime
ˈneɪ·bər neighbor
iˈlekt elect
ˈkɑːn.sən.treɪt concentrate
ˈɪn.t̬ə.mət intimate
ˌriː.prəˈdʌk.tɪv reproductive
ˈded.li deadly
kʌnt cunt
ˈbʌn.i bunny
rɑʊndz rounds
rɪˈfrɪdʒ.ə.reɪ.t̬ɚ refrigerator
ɪkˈskluː.ʒən exclusion
ˈwɝːkˌsteɪ.ʃən workstation
ˈhɑː.lə.kɑːst holocaust
kiːn keen
ˈflaɪ.ɚ flyer
ˈdoʊ.sɪdʒ dosage
ˌdɪs.pəˈzɪʃ.ən disposition
ˈver.i.əns variance
ˈnæv.ə.ɡeɪ.t̬ɚ navigator
ˌkæm.əˈruːn cameroon
ˌmer.əˈwɑː.nə marijuana
əˈdæp.tɪv adaptive
kəmˈpjuːt computed
ˈniː.dəl needle
kəˈθiː.drəl cathedral
nɚˈvɑː.nə nirvana
ˌkeɪˈoʊ ko
ˈstɪk.i sticky
ˈdes.tɪ.ni destiny
ˈdʒen.ər.əs generous
ˈmæd.nəs madness
klaɪm climb
ˈfæs.ən.eɪ.tɪŋ fascinating
ˈhiː.t̬ɪd heated
ˌdʌbljuːtiːˈoʊ wto
ˌkɑːm.pjəˈteɪ.ʃən computation
heɪ hay
ˌkɑːr.di.oʊˈvæs.kjə.lɚ cardiovascular
ˈkɑːr.di.æk cardiac
sælˈveɪ.ʃən salvation
əˈkʌm.pə.ni.ɪŋ accompanying
ˈbruː.t̬əl brutal
səˈlek.tɪv selective
ˌɑːr.bəˈtreɪ.ʃən arbitration
kənˈfɪɡ.jɚ configuring
ˈtoʊ.kən token
zɪŋk zinc
ˈsæk.rə.faɪs sacrifice
ˈɡʊr.uː guru
ˈaɪ.sə isa
rɪˈmuː.və.bəl removable
kənˈvɝː.dʒəns convergence
dʒɪˈbrɑːl.tɚ gibraltar
ˈlev.i levy
ˈsuː.t̬ɪd suited
nuˈmerɪk numeric
ˌæn.θrəˈpɑː.lə.dʒi anthropology
ˈskeɪ.t̬ɪŋ skating
ˈkaɪ.ndə kinda
æb.ɚˈdiːn aberdeen
ˈem.pɚ.ɚ emperor
ɡræd grad
ˌmælˈpræk.tɪs malpractice
ˈedʒ.ə.keɪ.t̬ɪd educated
ˈpraʊd.li proudly
nəˈses.ə.t̬i necessity
ˈren.dɚ.ɪŋ rendering
maɪk mic
ɪnˈsɝːt inserted
pʊl pulling
oʊˈbiː.sə.t̬i obesity
səˈbɝː.bən suburban
ˈtʊr.ɪŋ touring
ˈvɝː.t̬eks vertex
ˌhep.əˈtaɪ.t̬əs hepatitis
ˈnæʃ.ən.əl.i nationally
təˈmeɪ.t̬oʊ tomato
ænˈdɔːr.ə andorra
ˈwɑː.t̬ɚ.pruːf waterproof
ɪkˈspaɪr expired
flʌʃ flush
ˈweɪ.vɚ waiver
peɪl pale
hjuːˌmæn.ɪˈter.i.ən humanitarian
ˈfʌŋk.ʃən functioning
dɪˈlaɪt delight
sɚˈvaɪ.vɚ survivor
bækˈtɪr.i.əl bacterial
kaʊnt counted
ˌʌn.dɚˈteɪk undertake
dɪˈkler declare
kənˈtɪn.ju.əs.li continuously
ɪmˈperd impaired
ter tear
ˈdʒuː.əl jewel
ˈted.i teddy
kənˈvɝː.t̬ə.bəl convertible
nɪl nil
ˈstreɪn.dʒɚ stranger
ˈtrædʒ.ə.di tragedy
nest nest
ˈdraɪ.ɚ dryer
ˈpeɪn.fəl painful
ˈvel.vɪt velvet
traɪˈbjuː.nəl tribunal
ruːl ruled
ˈneɪ.t̬oʊ nato
ˈfʌŋ.ki funky
ˌsek.rəˈter.i.ət secretariat
ˈnoʊ.wer nowhere
kɑːp cop
ɡeɪl gale
ˌæd.əˈles.ənt adolescent
dɪm dim
ˈleɪt.li lately
ˈsker.i scary
ˈmæt.rəs mattress
bruːˈnaɪ brunei
ˈlaɪk.waɪz likewise
bəˈnæn.ə banana
ˌɪn.trəˈdʌk.tər.i introductory
ˈsloʊ.væk slovak
stæn stan
ˈrez.ɚ.vwɑːr reservoir
əˈkɝː.əns occurrence
ˈaɪ.dəl idol
ˈblʌd.i bloody
ˈmɪk.sɚ mixer
rɪˈmaɪnd remind
ˌdʌb.əl.juːˈsiː wc
ˌdem.əˈɡræf.ɪk demographic
ˈtʃɑːr.mɪŋ charming
tuːθ tooth
ˈdɪs.ə.plɪ.ner.i disciplinary
əˈnɔɪ.ɪŋ annoying
rɪˈspek.tɪd respected
dɪˈskloʊz disclose
əˈfer affair
droʊv drove
ˈwɑː.ʃɚ washer
ʌpˈset upset
rɪˈstrɪkt restrict
bɪˈsaɪd beside
ˌriːˈbaʊnd rebound
ˈmen.tɔːr mentor
-ˈtɝː- interpreted
fɑːt fought
iˌlɪm.əˈneɪ.ʃən elimination
ˌhaɪ.pəˈθet̬.ɪ.kəl hypothetical
ˌkɑːm.pləˈmen.t̬ɚ.i complimentary
ˈhel.əˌkɑːp.tɚ helicopter
ˈpen.səl pencil
friːz freeze
pɚˈfɔːr.mɚ performer
ˈtaɪ.t̬əld titled
sfɪr sphere
mɑːs moss
ˈkɑːŋ.kɔːrd concord
ˈɡrædʒ.u.eɪ.t̬ɪd graduated
ɪnˈdɔːrs endorsed
sɚˈpraɪ.zɪŋ surprising
ˈwɑːl.nʌt walnut
læns lance
ˈlæd.ɚ ladder
ʌnˈnes.ə.ser.i unnecessary
drəˈmæt̬.ɪ.kəl.i dramatically
laɪˈbɪr.i.ə liberia
kɔːrk cork
ˈmæk.sə.maɪz maximize
ˈwɝː.kaʊt workout
ˈmɑː.li mali
ˌjuː.ɡoʊˈslɑː.vi.ə yugoslavia
ˈbliː.dɪŋ bleeding
ˌker.ək.tə.rəˈzeɪ.ʃən characterization
ˈkoʊ.lən colon
ˈlaɪ.kli.hʊd likelihood
pɝːs purse
ˌfʌn.dəˈmen.t̬əlz fundamentals
kənˌtæm.əˈneɪ.ʃən contamination
ˌem.tiːˈviː mtv
ɪnˈdeɪn.dʒɚd endangered
ˈkɑːm.prə.maɪz compromise
ˌmæs.tɚˈbeɪ.ʃən masturbation
ˈɑːp.tə.maɪz optimize
steɪt stating
doʊm dome
ˌek.spəˈreɪ.ʃən expiration
əˈlaɪn align
pəˈrɪf.ɚ.əl peripheral
bles bless
ɪnˈɡeɪ.dʒɪŋ engaging
nəˌɡoʊ.ʃiˈeɪ.ʃən negotiation
krest crest
ˈtraɪ.əmf triumph
ˈnɑː.mə.neɪt nominated
ˌkɑːn.fə.den.ʃiˈæl.ə.t̬i confidentiality
iˈlek.tɚ.əl electoral
ˈwel.dɪŋ welding
ˈɔːr.ɡæz.əm orgasm
ɑːlˈtɝː.nə.t̬ɪv.li alternatively
hiːl heel
ˈæl.ɔɪ alloy
ˈpɑː.lɪʃt polished
jæŋ yang
ˈdʒent.li gently
lɑːk locking
ˌkɑːn.trəˈvɝː.ʃəl controversial
frɪdʒ fridge
ˈblæŋ.kɪt blanket
bluːm bloom
ˌkjuːˈsiː qc
rɪˈkʌv.ɚ recovered
ˈdʒʌs.tə.faɪ justify
sɝːdʒ surge
ˈtrɑː.mə trauma
ɔː aw
ˈæd.vɝːt advert
pəˈzes possess
dɪˈmæn.dɪŋ demanding
dɪˈfen.sɪv defensive
sɪp sip
fɚˈbɪd.ən forbidden
vəˈnɪl.ə vanilla
ˈmɑː.nə.t̬ɚ monitored
ˈpɪk.nɪk picnic
spæŋk spank
prækˈtɪʃ.ən.ɚ practitioner
ˈmoʊ.t̬ɪ.veɪ.t̬ɪd motivated
dʌm dumb
ˈhɑː.loʊ hollow
vɑːlt vault
səˈkjʊr.li securely
ɪɡˈzæm.ɪn examining
ɡruːv groove
ˌrev.əˈleɪ.ʃən revelation
pɚˈsuːt pursuit
ˌdel.əˈɡeɪ.ʃən delegation
ˌbiːˈel bl
ˈbæk.ɪŋ backing
ˈɡriːn.haʊs greenhouse
ˌviːˈsiː vc
trænˈsper.ən.si transparency
ˈend.ləs endless
ˈfɪɡ.jɚ figured
ˈɔːr.bɪt orbit
ˈnaɪ.dʒɚ niger
ˈbeɪ.kən bacon
ˈhiː.t̬ɚ heater
ˈkɑː.lə.ni colony
ˈkæn.ən cannon
ˈsɝː.kəs circus
prəˈmoʊt promoted
mɑːlˈdoʊ.və moldova
dɪˈsen.dɪŋ descending
spaɪn spine
traʊt trout
ɪnˈkloʊzd enclosed
fiːt feat
ˈtem.pə.rer.əl.i temporarily
kʊkt cooked
ˈθrɪl.ɚ thriller
trænsˈmɪt transmit
ˈfæt̬.i fatty
prest pressed
ˈhʌŋ.ɡɚ hunger
sɪk sic
mjuːˌnɪs.əˈpæl.ə.t̬i municipality
dɪˈtek.tɪv detective
ˈsɝː.dʒən surgeon
səˈment cement
ɪkˈspɪr.i.əns experiencing
ˈfaɪr.pleɪs fireplace
ɪnˈdɔːrs.mənt endorsement
ˈmɪs.əl missile
ˈɪn.trə.net intranet
saɪˈkaɪə.tri psychiatry
pɚˈsɪs.tənt persistent
ɡloʊ glow
ˈɑː.də.t̬ɚ auditor
əˈkwer.i.əm aquarium
ˌvaɪəˈlɪn violin
ˈprɑː.fɪt prophet
ˈbræk.ɪt bracket
ˈɑːk.saɪd oxide
mæɡˈnɪf.ə.sənt magnificent
ˈkɑː.liːɡ colleague
ˈprɑːmpt.li promptly
ˌæd.əpˈteɪ.ʃən adaptation
ˈhɑːrm.fəl harmful
ˈpeɪnt.bɑːl paintball
ˈproʊ.zæk prozac
ˈsek.sju.ə.li sexually
ɪnˈkloʊ.ʒɚ enclosure
ˈdɪv.ə.dend dividend
ˈɡluː.koʊs glucose
ˈfæn.t̬əm phantom
nɔːrm norm
ˈpleɪ.bæk playback
ˌwestˈmɪn.stɚ westminster
ˈtɝː.t̬əl turtle
əbˈzɔːrp.ʃən absorption
wɔːrn warned
ˈnʊr.əl neural
wer ware
ˈfɑː.səl fossil
ˈhoʊm.taʊn hometown
ˈbæd.li badly
əˈpɑː.loʊ apollo
wɑːn wan
ˌdɪs.əˈpɔɪn.t̬ɪd disappointed
ˈpɝː.ʒən persian
kənˈtɪn.ju.ə.li continually
ˈkɑː.m.jə.nɪst communist
kəˈlek·tə·bəl collectible
ˌhændˈmeɪd handmade
ɡrəˈneɪ.də grenada
dʒeɪd jade
skuːp scoop
faʊl foul
ɝːn earning
ˈmeɪl.mæn mailman
nest nested
ˌbaɪ.oʊ.dɪˈvɝː.sə.t̬i biodiversity
ɪkˈsaɪt.mənt excitement
səˈmɑː.li.ə somalia
ˈvɝː.bəl verbal
blɪŋk blink
ˈprez.ənt.li presently
ˈwɝːk.floʊ workflow
mɪˈstɪr.i.əs mysterious
ˈnɑː.vəl.t̬i novelty
laɪˈbrer.i.ən librarian
swɪtʃ switched
ˈstɑːk.hoʊm stockholm
poʊz pose
ˈfʌz.i fuzzy
ˌɪn.dəˈniː.ʒən indonesian
ˈθer.ə.pɪst therapist
ˌem.ɑːr.enˈeɪ mrna
ˈtuːlˌkɪt toolkit
ˈprɑː.mɪ.sɪŋ promising
ˌriː.lækˈseɪ.ʃən relaxation
ɡoʊt goat
ˈren.dɚ render
ˌðerˈæf.tɚ thereafter
ˈhɑːrd.wʊd hardwood
ɪˈrɑː.t̬ɪ.kə erotica
ˈtem.pɚ.əl temporal
seɪl sail
fɔːrdʒ forge
dens dense
breɪv brave
ˈɑː.fəl awful
ˈnaɪt.mer nightmare
ˈer.pleɪn airplane
ˌɪs.tænˈbʊl istanbul
ɪmˈpoʊz impose
ˈtel.ə.skoʊp telescope
æsˈbes.tɑːs asbestos
pɑːd pod
ˈsæv.ɪdʒ savage
ədˈvæns.mənt advancement
həˈræs.mənt harassment
ˈwɪl.oʊ willow
boʊlt bolt
ɡeɪdʒ gage
ɪɡˈzɪst existed
hɔːr whore
ˈwæɡ.ən wagon
dæt dat
ˈfeɪ.vɚ favour
nɑːk knock
ɝːdʒ urge
esˌem.tiːˈpiː smtp
ˈθɝː.ə thorough
ˌrep.ləˈkeɪ.ʃən replication
ˌɪn.ɪkˈspen.sɪv inexpensive
ˈɑːp.tə.məm optimum
ˈniː.ɑːn neon
kwɪlt quilt
ˈkriː.tʃɚ creature
ˈaʊ.ɚz ours
ˈɪn.tɝːn.ʃɪp internship
loʊn lone
rɪˈfreʃ refresh
ˌæl.jəˈmɪn.i.əm aluminium
ˈsnoʊ.bɔːrd snowboard
ˈweb.kæst webcast
ˌev.əˈnes.əns evanescence
ˈsʌt̬.əl subtle
koʊˈɔːr.dən.eɪ.t̬ɪd coordinated
ˈfɝːm.wer firmware
ænˈtɑːrk.tɪ.kə antarctica
koʊp cope
ˈʃep.ɚd shepherd
ˈkæn.ber.ə canberra
ˈkreɪ.dəl cradle
ˈtʃæn.səl.ɚ chancellor
